evidence_id,paper_id,file_id,source_kind,source_url,page_start,page_end,figure,panel,table_no,equation_no,quote_sha256,extraction_method,evidence_level,confidence,verification_status,created_at,notes
E-OBS-P0023-spectrum-2-d4ec778e7d53086e,P0023,F0023,local_pdf_text_observation,,2,2,,,,,d4ec778e7d53086ee59c33498620c1f7205b0d47d9f98b5e20c110048aa95dd4,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-radius-3-0453c8984211bf17,P0023,F0023,local_pdf_text_observation,,3,3,,,,,0453c8984211bf17f6402b3050e63b33418621e56ef93d9aa12a91e3b4f7c134,regex:radius,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-k_space-3-1dbd00fb9d931327,P0023,F0023,local_pdf_text_observation,,3,3,,,,,1dbd00fb9d931327729b8ae8713054df1e49b61775f9d70fa08b609459e139ff,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-k_space-3-1bb69ed3b934e140,P0023,F0023,local_pdf_text_observation,,3,3,,,,,1bb69ed3b934e14049bb4b5785c18944217a208f886d48b4a61bf40b7633ebea,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-band_structure-3-a16373de6b940ebc,P0023,F0023,local_pdf_text_observation,,3,3,,,,,a16373de6b940ebc25410f3458df499db12348d9e4ae26d855f2d6996bc6800f,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-k_space-4-26a0c72d51efc1ef,P0023,F0023,local_pdf_text_observation,,4,4,,,,,26a0c72d51efc1ef7cca9db7eaf822c933df4c07b74a46aaf24a456578216217,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-band_structure-4-e29d6e2ae986c854,P0023,F0023,local_pdf_text_observation,,4,4,,,,,e29d6e2ae986c854fe2aa0cc419114c14cc44b4c6a10389bb696da191968b100,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-spectrum-4-6ae71e3d53984c01,P0023,F0023,local_pdf_text_observation,,4,4,,,,,6ae71e3d53984c012928f9ca928324c87a07eb72e64144e760b1967729326835,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-spectrum-4-ef3a3e4b3eb1e8d6,P0023,F0023,local_pdf_text_observation,,4,4,,,,,ef3a3e4b3eb1e8d637c59d51e7fc977a4f5690020e82bd25a29e4f6a5ab4851c,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-spectrum-4-326b8e50fb32c038,P0023,F0023,local_pdf_text_observation,,4,4,,,,,326b8e50fb32c0388c82abd38bfaf60386f812950bac7d687832a2d852a38eda,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0023-polarization-4-e1be32e28423588d,P0023,F0023,local_pdf_text_observation,,4,4,,,,,e1be32e28423588d30a5f5773da53411967d2529380ddb256d410c7eaed61250,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-material-1-62448612f5ae81a4,P0024,F0024,local_pdf_text_observation,,1,1,,,,,62448612f5ae81a4ac683d68f4062dbe2b939ec36095932c474e390c104b0a8a,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-material-1-d0d78c3b4d2578e4,P0024,F0024,local_pdf_text_observation,,1,1,,,,,d0d78c3b4d2578e42105035e84513c17d029d8db48c002cde7d64a2a9d108dec,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-material-1-f8b32da4e8a0e0cb,P0024,F0024,local_pdf_text_observation,,1,1,,,,,f8b32da4e8a0e0cb0a9f3dadd0c9c4d8579c66951143ee54307b60550883269c,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-material-2-94a5c9d10e8893b9,P0024,F0024,local_pdf_text_observation,,2,2,,,,,94a5c9d10e8893b91e7890374dc7980954500d4209d6940bbb2c5224adaf05f3,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-material-2-cdeff9ac2206ac54,P0024,F0024,local_pdf_text_observation,,2,2,,,,,cdeff9ac2206ac545ad7183a3425df1d0ff5f08ee9ae2b7b6ba291334e195710,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-material-2-dfa0332d70ddae40,P0024,F0024,local_pdf_text_observation,,2,2,,,,,dfa0332d70ddae40b10113eb791c1ddd103b52a523479a4a2df804ad0d640eda,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-material-2-19dc8a1efff0a05d,P0024,F0024,local_pdf_text_observation,,2,2,,,,,19dc8a1efff0a05df88e3df590fd496b83737edb9bcd224974e81fa77248d89a,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-material-2-e3cc05226ae372c7,P0024,F0024,local_pdf_text_observation,,2,2,,,,,e3cc05226ae372c72b61e806ba28ce5691492e11e7cf787e3a4f16f191fbb505,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-k_space-2-d9aca72fd5ca5e8d,P0024,F0024,local_pdf_text_observation,,2,2,,,,,d9aca72fd5ca5e8d5f5ae511fc9cc5c8da57fe426853c9e6597eb4314fc0ab4a,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-band_structure-2-6a276ed193e8387a,P0024,F0024,local_pdf_text_observation,,2,2,,,,,6a276ed193e8387acdad98c380f513d1af4e0ae0ec379c10009c71191c504e18,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-polarization-2-010cb4ecdc5b3308,P0024,F0024,local_pdf_text_observation,,2,2,,,,,010cb4ecdc5b330861735151c19540c49ec0870ab63faf1ea6e89cba3592d7c7,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-k_space-3-69761f33ae777026,P0024,F0024,local_pdf_text_observation,,3,3,,,,,69761f33ae777026d15e40a22b5aa96be3cdc06256aa092749b4fdd49b4d9f9b,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-k_space-3-9d8c272c48580d87,P0024,F0024,local_pdf_text_observation,,3,3,,,,,9d8c272c48580d877c3371f2b18bac4772c425fea71b2a17c4c1afddf906cba6,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-polarization-3-74be34b55c5b8a0f,P0024,F0024,local_pdf_text_observation,,3,3,,,,,74be34b55c5b8a0f2cc63692a811a1e673b1abc4601c8a95c7a31fd426ba28b8,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-q_factor-4-5130da907455d99e,P0024,F0024,local_pdf_text_observation,,4,4,,,,,5130da907455d99e9ea2bfc5195dff438f655c25545540a9c386d1faa18d8185,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-q_factor-5-f4a590e06bb24cbd,P0024,F0024,local_pdf_text_observation,,5,5,,,,,f4a590e06bb24cbdb959816363a7b15d65879cebe96a8d8094141d6f6384753e,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-q_factor-5-cb232cc4544f3af9,P0024,F0024,local_pdf_text_observation,,5,5,,,,,cb232cc4544f3af9c3ced6196860994c244d9e14e647141aa9467f25090ba8ce,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-spectrum-5-1e3b57e53ed7a675,P0024,F0024,local_pdf_text_observation,,5,5,,,,,1e3b57e53ed7a675d463f153e4d47f5d3761e0e7a746fb7eeb665b0454e2ec6a,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-polarization-6-a4b487b939c4bc5d,P0024,F0024,local_pdf_text_observation,,6,6,,,,,a4b487b939c4bc5dbc8590415f23c868d2c7f90c62c0f9fe31685a6bb58a8902,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-k_space-7-b9bb19118541eaf9,P0024,F0024,local_pdf_text_observation,,7,7,,,,,b9bb19118541eaf9fdb0b3cccdf4d6f94db4d7a878888808bf7b245df9b7d864,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-k_space-7-3eb07c59110f0f45,P0024,F0024,local_pdf_text_observation,,7,7,,,,,3eb07c59110f0f45cc1addc308ad790db7d15f213290577d73243a35ad6c6780,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-polarization-7-5d39b1a7cfd1d21a,P0024,F0024,local_pdf_text_observation,,7,7,,,,,5d39b1a7cfd1d21a37d5f2eccfd2a3fdab804f5389d86b36b85e7a9ae7a38d18,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-polarization-7-a220605fa57e42e2,P0024,F0024,local_pdf_text_observation,,7,7,,,,,a220605fa57e42e2fbd3ab32838262518be4ae0a06d247e5bb9b806d370756d6,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-polarization-7-559435ec87297958,P0024,F0024,local_pdf_text_observation,,7,7,,,,,559435ec8729795812007c59b4a0580a3551611477618295136e771f4ee3550d,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0024-polarization-7-89ddeb51454c7539,P0024,F0024,local_pdf_text_observation,,7,7,,,,,89ddeb51454c7539a33d83b0dfd9eb9ff47af7a3bd8d91f7e3ad4450a3388d8d,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-material-1-b741e77657521376,P0025,F0025,local_pdf_text_observation,,1,1,,,,,b741e77657521376687ee5c339776b632fa04e05736903a11e551090d2cae518,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-material-1-1ac73e1f9e8a8c53,P0025,F0025,local_pdf_text_observation,,1,1,,,,,1ac73e1f9e8a8c53a7e109b1fae2cfe592c3d96ef620d232f028a530d7e4195f,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-material-1-afb77a76f9a5c95f,P0025,F0025,local_pdf_text_observation,,1,1,,,,,afb77a76f9a5c95f6549d56e33969416ff4b8f8947571de7515f2eef2d1c66f7,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-material-1-fe20c55326802a11,P0025,F0025,local_pdf_text_observation,,1,1,,,,,fe20c55326802a11f307eba01fac37040c17bd7f6e336c56939f99d9ea1c74a4,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-material-1-26e4c42fa6039196,P0025,F0025,local_pdf_text_observation,,1,1,,,,,26e4c42fa60391967d8106641cdac57e73be158c99bb5f73b92e8bcd259f76a5,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-material-1-6a5299c20762bfc5,P0025,F0025,local_pdf_text_observation,,1,1,,,,,6a5299c20762bfc591a7d0ec37ffb2fbc9c47233dd78eaa2d1b13beefe44c9a3,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-band_structure-1-2d878c55def3f040,P0025,F0025,local_pdf_text_observation,,1,1,,,,,2d878c55def3f04023cdd4b194a4fff6b0958e23ba3328bc99e85a1d765da29e,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-band_structure-1-e3e5ba815e29acc2,P0025,F0025,local_pdf_text_observation,,1,1,,,,,e3e5ba815e29acc2d9fefcaba7cf44b1df29b7d0d614f18fb71396aab7a11c04,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-material-2-4cd53d82cd5abe5a,P0025,F0025,local_pdf_text_observation,,2,2,,,,,4cd53d82cd5abe5af28dc3525bdb769ca3d653228bef3868d787fb18c380de0c,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-material-2-4f1888197f5f73c2,P0025,F0025,local_pdf_text_observation,,2,2,,,,,4f1888197f5f73c2c0b059c8bdd1b8a6f7e9cc018a427624a3f0e11a1fc4005e,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-spectrum-3-71bb9ec117ae25bc,P0025,F0025,local_pdf_text_observation,,3,3,,,,,71bb9ec117ae25bcc9e9fbb214b424c97d093789f20a29f12c214e04b4eb2e2f,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-band_structure-5-4e94da14654a872c,P0025,F0025,local_pdf_text_observation,,5,5,,,,,4e94da14654a872c965fee6db7539c115e2904481926eea23598daa1abcd150e,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-q_factor-7-ddb9083622a29e4c,P0025,F0025,local_pdf_text_observation,,7,7,,,,,ddb9083622a29e4c88b602acf7177a2e698a9b40d76a2931ec9d5a0678687fc4,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-q_factor-7-3a16867ce3424273,P0025,F0025,local_pdf_text_observation,,7,7,,,,,3a16867ce3424273f1de17be197dd27820219e917c8c96504bcaed891d9a8e9b,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-q_factor-7-7a5a23c1032be1af,P0025,F0025,local_pdf_text_observation,,7,7,,,,,7a5a23c1032be1afbc823df45548b942257b6012d2069f33176f5914caf70d22,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-band_structure-7-80f846b2a7d7ed47,P0025,F0025,local_pdf_text_observation,,7,7,,,,,80f846b2a7d7ed4745c451d40ca29c4e6ea1261584fdb3f4076376e2cbfb200b,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-q_factor-8-a11a898ae9e3b755,P0025,F0025,local_pdf_text_observation,,8,8,,,,,a11a898ae9e3b7555459fe7da82f8334a34d2edf7f08d9e74bc52eb06ca65155,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0025-q_factor-8-863f8c2ba5f0ac3a,P0025,F0025,local_pdf_text_observation,,8,8,,,,,863f8c2ba5f0ac3a375157dbd5e6d3430b299e77be50af3ffb5c9eb6bad84e27,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0026-period-1-10e3d708063cd8c3,P0026,F0026,local_pdf_text_observation,,1,1,,,,,10e3d708063cd8c386c5ee007e4b22d6b8e80aba576052463f339423300094d9,regex:period,E0,0.6,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0026-period-1-65613c3e816b298f,P0026,F0026,local_pdf_text_observation,,1,1,,,,,65613c3e816b298fabb741d7a17275d061d84a1b9f16ec7008266bb8e43c2e73,regex:period,E0,0.6,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0026-material-1-6625a28fb8fd629c,P0026,F0026,local_pdf_text_observation,,1,1,,,,,6625a28fb8fd629c642fe1f34376757cba35b9fd2e0dea58a9884863d786eb0b,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0026-material-1-c43d37b7cc433d78,P0026,F0026,local_pdf_text_observation,,1,1,,,,,c43d37b7cc433d783b0746c545c3a1b56bfa3f82a747964bf92f2e9b518b1676,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0026-material-1-a41218f900c1f4dd,P0026,F0026,local_pdf_text_observation,,1,1,,,,,a41218f900c1f4dd398e6d75e1426df309d829be66a1885b70c11d411c28b12a,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
